"OPORTUNIDADE_ID";"CODIGO_OPORTUNIDADE";"DS_CONTRATO_BENNER";"TP_STATUS";"NM_VERTICAL";"NM_REGIONAL";"DT_CRIACAO";"DT_FECHAMENTO";"DT_ESTIM_FECHAMENTO";"DS_PORTE";"DS_TIPO";"NM_RAZAO_SOCIAL";"NR_CNPJ";"NM_DONO";"NM_SPONSOR";"NM_PARCEIRO";"DS_CLASSIFICACAO";"CD_ITEM_OPORTUNIDADE";"DS_ITEM";"NM_VERTICAL_ITEM";"NR_QUANTIDADE";"NR_PRECO_UNITARIO";"NR_PRECO_TOTAL";"NR_DESCONTO";"NR_PRECO_TOTAL_DESCONTO";"DT_MODIFICACAO_ITEM";"DT_INSERT";"TP_VENDA";"TP_SERVICO";"DS_PRIMEIRA_PARCELA";"NR_QUANTIDADE"
"0065f00000Ni8pyAAB";Brasil - SP-2023-51962;FQF/00024483/2024;Ganha;"CeosGO;Conecte-se;GIF;Plano de Saúde;Hospitalar";São Paulo;2023-09-08 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Pequeno;Privada;Unimed Sudoeste Paulista Cooperativa de Trabalho Médico;"66916305000156";Alexandre Erik Cavalcanti Maranhao Costa;Rodney Abud;;Cliente Novo;"00k5f00001BKB0XAAX";Consultoria/Implantação;Plano de Saúde;1;383440;383440;0;383440;2024-07-29 00:00:00.000;2024-08-22 08:55:06.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000NivPJAAZ";Brasil-MT-2023-00083776;FQF/00024320/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Centro Oeste;2023-09-25 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Pequeno;Privada;Medicos Associados Sociedade Medica;"03903577000100";Suzana Maria de Oliveira;Emílio Belai;;Cliente Novo;"00k5f0000182K8aAAE";Serviços - Soul MV - Gestão Hospitalar;Hospitalar;1;344400;344400;0;344400;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Serviços;"180 DIAS";1
"0065f00000NivPJAAZ";Brasil-MT-2023-00083776;FQF/00024318/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Centro Oeste;2023-09-25 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Pequeno;Privada;Medicos Associados Sociedade Medica;"03903577000100";Suzana Maria de Oliveira;Emílio Belai;;Cliente Novo;"00k5f0000182K8YAAU";Licença de Uso - Soul MV - Gestão Hospitalar;Hospitalar;80;0;0;0;0;2024-02-23 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Licença de Uso;;80
"0065f00000NivPJAAZ";Brasil-MT-2023-00083776;FQF/00024420/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Centro Oeste;2023-09-25 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Pequeno;Privada;Medicos Associados Sociedade Medica;"03903577000100";Suzana Maria de Oliveira;Emílio Belai;;Cliente Novo;"00k5f0000182K8bAAE";Cloud Broker - Serviços de Implementação;Flowti;1;5600;5600;0;5600;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Serviços;"01 dia útil";1
"0065f00000NivPJAAZ";Brasil-MT-2023-00083776;FQF/00024421/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Centro Oeste;2023-09-25 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Pequeno;Privada;Medicos Associados Sociedade Medica;"03903577000100";Suzana Maria de Oliveira;Emílio Belai;;Cliente Novo;"00k5f0000182K8cAAE";Cloud Broker - Valor até 100 usuários;Flowti;12;5600;67200;0;67200;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Locação (Subscrição);"01 dia útil";12
"0065f00000NivPJAAZ";Brasil-MT-2023-00083776;FQF/00024332/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Centro Oeste;2023-09-25 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Pequeno;Privada;Medicos Associados Sociedade Medica;"03903577000100";Suzana Maria de Oliveira;Emílio Belai;;Cliente Novo;"00k5f0000182K8dAAE";Manutenção - Integração NFSE Municipal;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"180 DIAS";12
"0065f00000NivPJAAZ";Brasil-MT-2023-00083776;FQF/00024319/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Centro Oeste;2023-09-25 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Pequeno;Privada;Medicos Associados Sociedade Medica;"03903577000100";Suzana Maria de Oliveira;Emílio Belai;;Cliente Novo;"00k5f0000182K8eAAE";Manutenção - Soul MV - Gestão Hospitalar;Hospitalar;12;3799.95;45599.4;0;45599.4;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"180 DIAS";12
"0065f00000Pj0pPAAR";Brasil - RR-2022-43892-1;FQF/00023295/2024;Ganha;Conecte-se;Inside Sales;2023-11-21 00:00:00.000;2024-01-12 00:00:00.000;2024-01-12 00:00:00.000;Pequeno;Privada;Centro Medico Ville Roy Ltda;"18785780000198";Bianca Carine Peixoto da Paz;Mayane Leite de Paiva;;Venda na Base;"00k5f00001Amxx4AAB";Implantação - Integração LIS Web Service Padrão MV;Conecte-se;1;23664;23664;0;23664;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000Pj0pPAAR";Brasil - RR-2022-43892-1;FQF/00023296/2024;Ganha;Conecte-se;Inside Sales;2023-11-21 00:00:00.000;2024-01-12 00:00:00.000;2024-01-12 00:00:00.000;Pequeno;Privada;Centro Medico Ville Roy Ltda;"18785780000198";Bianca Carine Peixoto da Paz;Mayane Leite de Paiva;;Venda na Base;"00k5f00001Amxx3AAB";Manutenção - Integração LIS Web Service Padrão MV;Conecte-se;12;900;10800;0;10800;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000Pj4owAAB";Brasil-RS-2023-00085059;FQF/00023357/2024;Ganha;Conecte-se;Inside Sales;2023-11-22 00:00:00.000;2024-01-30 00:00:00.000;2024-01-30 00:00:00.000;Médio;Privada;Hospital De Prontoclinicas Ltda;"90619818000180";Thais Lourenco;Felipe Daumasio;;Crosseling;"00k5f00001B9zhCAAR";Manutenção - Integração NFSE Municipal;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000PjD28AAF";Equador-Pichincha-2023-00085153;FQV/00025226/2024;Ganha;"Conecte-se;Hospitalar";Internacional;2023-11-28 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Hospital Vozandes Quito S.A;;Ricardo Souza;Ximena Pacheco;;Venda na Base;"00k5f00001BBjouAAD";Desenvolvimento - Integração Não Padrão;Conecte-se;1;47601;47601;0;47601;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Customização;"01 dia útil";1
"0065f00000PjD28AAF";Equador-Pichincha-2023-00085153;FQF/00025229/2024;Ganha;"Conecte-se;Hospitalar";Internacional;2023-11-28 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Hospital Vozandes Quito S.A;;Ricardo Souza;Ximena Pacheco;;Venda na Base;"00k5f00001BBjqGAAT";Manutenção - Integração Não Padrão;Conecte-se;12;1230;14760;0;14760;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000PjD28AAF";Equador-Pichincha-2023-00085153;FQV/00025224/2024;Ganha;"Conecte-se;Hospitalar";Internacional;2023-11-28 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Hospital Vozandes Quito S.A;;Ricardo Souza;Ximena Pacheco;;Venda na Base;"00k5f00001BBjojAAD";Customização;Hospitalar;88;221.4;19483.2;0;19483.2;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Customização;"01 dia útil";88
"0065f00000PjD28AAF";Equador-Pichincha-2023-00085153;FQV/00025223/2024;Ganha;"Conecte-se;Hospitalar";Internacional;2023-11-28 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Hospital Vozandes Quito S.A;;Ricardo Souza;Ximena Pacheco;;Venda na Base;"00k5f00001BBjo2AAD";Customização;Hospitalar;183;221.4;40516.2;0;40516.2;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Customização;"01 dia útil";183
"0065f00000PjD28AAF";Equador-Pichincha-2023-00085153;FQV/00025225/2024;Ganha;"Conecte-se;Hospitalar";Internacional;2023-11-28 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Hospital Vozandes Quito S.A;;Ricardo Souza;Ximena Pacheco;;Venda na Base;"00k5f00001BBjotAAD";Customização;Hospitalar;252;221.4;55792.8;0;55792.8;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Customização;"01 dia útil";252
"0065f00000PjD65AAF";Brasil - MG-2022-34396-1;FQF/00024403/2024;Ganha;Conecte-se;Inside Sales;2023-11-28 00:00:00.000;2024-02-29 00:00:00.000;2024-03-01 00:00:00.000;Grande;Privada;Hospital Mater Dei S A;"16676520000159";Thais Lourenco;Flavio Raposo;;Venda na Base;"00k5f00001B6q9YAAR";Manutenção - Integração Não Padrão;Conecte-se;12;900;10800;0;10800;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000PjD65AAF";Brasil - MG-2022-34396-1;FQV/00024404/2024;Ganha;Conecte-se;Inside Sales;2023-11-28 00:00:00.000;2024-02-29 00:00:00.000;2024-03-01 00:00:00.000;Grande;Privada;Hospital Mater Dei S A;"16676520000159";Thais Lourenco;Flavio Raposo;;Venda na Base;"00k5f00001B6q9ZAAR";Desenvolvimento - Integração Não Padrão;Conecte-se;1;22000;22000;0;22000;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Customização;"01 dia útil";1
"0065f00000PjUTUAA3";Brasil-RS-2023-00085287;FQV/00023815/2024;Ganha;"Conecte-se;Serviços Técnicos";Inside Sales;2023-12-05 00:00:00.000;2024-02-14 00:00:00.000;2024-02-14 00:00:00.000;Grande;Privada;Unimed Porto Alegre - Cooperativa Médica Ltda.;"87096616000196";Thais Lourenco;Andreia Piegas;;Venda na Base;"00kbJ0000019cIPQAY";Serviços - Horas de consultoria para homologação personalizada de integrações já padrões;Conecte-se;1;2720;2720;0;2720;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000PjUTUAA3";Brasil-RS-2023-00085287;FQV/00023809/2024;Ganha;"Conecte-se;Serviços Técnicos";Inside Sales;2023-12-05 00:00:00.000;2024-02-14 00:00:00.000;2024-02-14 00:00:00.000;Grande;Privada;Unimed Porto Alegre - Cooperativa Médica Ltda.;"87096616000196";Thais Lourenco;Andreia Piegas;;Venda na Base;"00k5f00001B5RGRAA3";Serviços Técnicos - Reinstalação de todos os Sistemas da lista;Serviços Técnicos;1;8160;8160;0;8160;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Serviços;"01 dia útil";1
"0065f00000Pjai5AAB";Brasil-MG-2023-00085330;FQF/00023806/2024;Ganha;Conecte-se;Inside Sales;2023-12-07 00:00:00.000;2024-02-14 00:00:00.000;2024-02-14 00:00:00.000;Grande;Privada;Unimed Uberaba Cooperativa de Trabalho Médico;"17774738001504";Thais Lourenco;Melissa Costa;;Crosseling;"00k5f00001B5WCyAAN";Manutenção - Integração NFSE Municipal;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000PjyGzAAJ";Brasil-PB-2023-00085492;FQF/00023197/2024;Ganha;Conecte-se;Inside Sales;2023-12-18 00:00:00.000;2024-01-09 00:00:00.000;2024-01-09 00:00:00.000;;Privada;Cesed - Centro de Ensino Superior e Desenvolvimento Ltda;"02108023000140";Bianca Carine Peixoto da Paz;Kethely Karol de Sousa Cabral Ferreira;;Crosseling;"00k5f00001B7sPGAAZ";Implantação - Integração NFSE Municipal;Conecte-se;1;10000;10000;0;10000;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000PkFu9AAF";Brasil-RJ-2023-00085654;FQF/00024356/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Rio de Janeiro;2023-12-29 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Fundação Saúde do Estado do Rio de Janeiro;"10834118000179";Marco Antonio Evangelista;Pedro Henrique Inácio Gomes;;Venda na Base;"00k5f00001BBaWxAAL";Subscrição - Soul MV - Gestão Hospitalar;Hospitalar;1;12734.94;12734.94;0;12734.94;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Locação (Subscrição);"01 dia útil";1
"0065f00000PkFu9AAF";Brasil-RJ-2023-00085654;FQF/00024356/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Rio de Janeiro;2023-12-29 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Fundação Saúde do Estado do Rio de Janeiro;"10834118000179";Marco Antonio Evangelista;Pedro Henrique Inácio Gomes;;Venda na Base;"00k5f00001BBaWvAAL";Cloud Broker Produtiva;Flowti;1;8400;8400;0;8400;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Locação (Subscrição);"01 dia útil";1
"0065f00000PkFu9AAF";Brasil-RJ-2023-00085654;FQF/00024356/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Rio de Janeiro;2023-12-29 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;;Pública;Fundação Saúde do Estado do Rio de Janeiro;"10834118000179";Marco Antonio Evangelista;Pedro Henrique Inácio Gomes;;Venda na Base;"00k5f00001BBaWwAAL";Manutenção - Integração Interfaceamento txt MV x LIS - MATRIX;Conecte-se;1;689.77;689.77;0;689.77;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";1
"0065f00000PkFzJAAV";Brasil-RJ-2023-00085656;FQF/00024535/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Rio de Janeiro;2023-12-29 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;;Pública;Fundação Saúde do Estado do Rio de Janeiro;"10834118000179";Marco Antonio Evangelista;Pedro Henrique Inácio Gomes;;Venda na Base;"00k5f00001BJaRdAAL";Manutenção - Integração Interfaceamento txt MV x LIS - MATRIX;Conecte-se;1;689.77;689.77;0;689.77;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";1
"0065f00000PkFzJAAV";Brasil-RJ-2023-00085656;FQF/00024535/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Rio de Janeiro;2023-12-29 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;;Pública;Fundação Saúde do Estado do Rio de Janeiro;"10834118000179";Marco Antonio Evangelista;Pedro Henrique Inácio Gomes;;Venda na Base;"00k5f00001BJaRcAAL";Cloud Broker Produtiva;Flowti;1;8400;8400;0;8400;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Locação (Subscrição);"01 dia útil";1
"0065f00000PkFzJAAV";Brasil-RJ-2023-00085656;FQF/00024535/2024;Ganha;"Conecte-se;Flowti;Hospitalar";Rio de Janeiro;2023-12-29 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;;Pública;Fundação Saúde do Estado do Rio de Janeiro;"10834118000179";Marco Antonio Evangelista;Pedro Henrique Inácio Gomes;;Venda na Base;"00k5f00001BJaReAAL";Subscrição - Soul MV - Gestão Hospitalar;Hospitalar;1;12734.94;12734.94;0;12734.94;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Locação (Subscrição);"01 dia útil";1
"0065f00000PkTiZAAV";Brasil-RJ-2024-00085714;FQF/00023311/2024;Ganha;Conecte-se;Inside Sales;2024-01-05 00:00:00.000;2024-01-21 00:00:00.000;2024-01-21 00:00:00.000;;Privada;Rede Labs e Hospitais DOr;"06047087001100";Thais Lourenco;Roberto João Pereira;;Venda na Base;"00k5f00001B8Ch6AAF";Serviços - Horas de consultoria para homologação personalizada de integrações já padrões;Conecte-se;1;1360;1360;0;1360;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000SCxg8AAD";Brasil - BA-2022-46093-1;FQF/00023365/2024;Ganha;Conecte-se;Nordeste;2024-01-12 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Grande;Pública;Instituto de Gestão e Humanização IGH;"11858570001377";Waleska Farias da Silva Santana;Renata Dias..;;Crosseling;"00k5f00001BBufjAAD";Manutenção - Integração LIS Web Service Padrão MV;Conecte-se;12;500;6000;0;6000;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000SCxg8AAD";Brasil - BA-2022-46093-1;FQV/00023363/2024;Ganha;Conecte-se;Nordeste;2024-01-12 00:00:00.000;2024-01-31 00:00:00.000;2024-01-31 00:00:00.000;Grande;Pública;Instituto de Gestão e Humanização IGH;"11858570001377";Waleska Farias da Silva Santana;Renata Dias..;;Crosseling;"00k5f00001BBugHAAT";Implantação - Integração LIS Web Service Padrão MV;Conecte-se;1;18000;18000;0;18000;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000SD9I2AAL";Brasil - RS-2021-32677-2;FQF/00023315/2024;Ganha;Conecte-se;Sul;2024-01-17 00:00:00.000;2024-01-26 00:00:00.000;2024-01-26 00:00:00.000;Micro empresa;Filantrópica;Fundacao Ivan Goulart;"96488598000189";Viviane Stricker Brum;Henrique Menezes;;Venda na Base;"00k5f00001BAa9XAAT";Implantação - Integração NFSE Municipal;Conecte-se;1;17952;17952;0;17952;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000SDTMNAA5";Brasil-SP-2024-00086054;FQV/00024377/2024;Ganha;Conecte-se;Inside Sales;2024-01-25 00:00:00.000;2024-02-21 00:00:00.000;2024-02-21 00:00:00.000;Médio;Privada;Unimed de Santos Cooperativa de Trabalho Médico;"58229691000180";Aline Souza dos Santos;Robinson Edward Germano Pinheiro;;Crosseling;"00k5f00001BC88qAAD";Implantação - Integração NFSE Municipal;Conecte-se;1;20400;20400;0;20400;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Consultoria;"01 dia útil";1
"0065f00000SDh4TAAT";Brasil - RS-2021-33739-2;FQF/00024376/2024;Ganha;Conecte-se;Inside Sales;2024-01-31 00:00:00.000;2024-02-19 00:00:00.000;2024-02-19 00:00:00.000;Grande;Filantrópica;Associacao Dr Bartholomeu Tacchini;"87547444000120";Thais Lourenco;Carlos Alberto Bertollo;;Venda na Base;"00k5f00001BC8HjAAL";Manutenção - Integração NFSE Municipal;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
"0065f00000SEhltAAD";Brasil - SP-2022-46080-1;FQF/00024424/2024;Ganha;Conecte-se;Inside Sales;2024-02-26 00:00:00.000;2024-02-29 00:00:00.000;2024-02-29 00:00:00.000;Médio;Privada;Associação Santa Saúde;"13001218000102";Aline Souza dos Santos;Emerson Pires;;Venda na Base;"00k5f00001BJa99AAD";Manutenção - Integração NFSE Municipal;Conecte-se;12;600;7200;0;7200;2024-07-29 00:00:00.000;2024-08-22 08:55:07.000;Contrato;Manutenção;"01 dia útil";12
